LoanSK,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status
2931,3117,14643.39,Personal,8.78,60,Approved
2932,3118,4593.43,Mortgage,9.81,36,Approved
2933,3119,10485.54,Auto,6.42,60,Rejected
2934,3120,39117.43,Auto,5.68,24,Rejected
2935,3121,42748.56,Auto,8.56,12,Closed
2936,3122,43735.23,Personal,2.7,12,Rejected
2937,3123,27206.81,Personal,6.67,36,Approved
2938,3124,47596.61,Auto,1.58,36,Approved
2939,3125,8431.77,Personal,6.94,24,Rejected
2940,3126,34239.45,Mortgage,8.16,36,Rejected
2941,3127,35508.82,Auto,1.57,12,Rejected
2942,3128,3606.08,Mortgage,8.64,24,Approved
2943,3129,14839.93,Auto,2.11,36,Approved
2944,3130,47503.36,Auto,2.58,12,Closed
2945,3131,38192.42,Auto,8.53,36,Rejected
2946,3132,3680,Mortgage,2.12,12,Closed
2947,3133,27498.9,Personal,7.06,24,Closed
2948,3135,48681.09,Mortgage,3.24,48,Rejected
2949,3136,36105.27,Mortgage,6.85,60,Closed
2950,3137,32294.04,Auto,1.96,12,Closed
2951,3138,45517.85,Personal,6.17,48,Rejected
2952,3139,33385.93,Personal,9.32,36,Closed
2953,3140,46673.98,Personal,8.66,60,Approved
2954,3141,25146.03,Personal,8.66,12,Rejected
2955,3142,36209.69,Mortgage,3.73,12,Rejected
2956,3143,31955.98,Personal,7.31,24,Rejected
2957,3145,16880.63,Mortgage,9.11,60,Closed
2958,3146,45285.14,Personal,3.38,36,Approved
2959,3147,14232.19,Personal,7.85,24,Closed
2960,3148,8810.08,Mortgage,3.09,60,Approved
2961,3149,35890.46,Personal,1.25,12,Approved
2962,3150,27781.09,Auto,5.34,60,Rejected
2963,3151,13880.17,Personal,7.89,60,Approved
2964,3152,43645.08,Personal,2.93,36,Rejected
2965,3153,15024.15,Auto,1.44,12,Closed
2966,3154,4125.32,Personal,4.36,48,Rejected
2967,3155,1752.97,Personal,2.83,24,Approved
2968,3156,46219.9,Personal,4.44,36,Approved
2969,3157,20706.73,Personal,9.29,24,Rejected
2970,3158,11460.96,Personal,7.7,12,Closed
2971,3159,28787.97,Personal,4.36,24,Closed
2972,3160,24906.4,Auto,3.93,60,Rejected
2973,3161,49992.29,Personal,9.29,60,Closed
2974,3162,44536.74,Auto,9,60,Closed
2975,3163,14284.01,Mortgage,6.44,48,Closed
2976,3164,35187.76,Mortgage,4.22,60,Rejected
2977,3165,19971.56,Auto,8.13,60,Rejected
2978,3166,18857.45,Personal,6.97,12,Approved
2979,3167,18988.26,Auto,6.08,60,Approved
2980,3169,27361.21,Auto,2.21,48,Rejected
2981,3170,37997.45,Auto,9.37,36,Rejected
2982,3172,21845.93,Personal,4.19,60,Rejected
2983,3173,43155.83,Mortgage,9.52,24,Rejected
2984,3174,1155.06,Auto,8.16,36,Closed
2985,3175,31551.12,Personal,9.47,48,Approved
2986,3176,39501.11,Auto,9.26,36,Rejected
2987,3177,19808.87,Auto,2.81,12,Approved
2988,3178,44297.18,Auto,3.34,60,Rejected
2989,3181,10717.8,Personal,4.58,48,Rejected
2990,3182,33835.09,Auto,4.26,24,Approved
2991,3183,41854.58,Personal,4.1,48,Closed
2992,3184,36765.54,Mortgage,4.14,36,Rejected
2993,3185,29167.99,Auto,1.56,48,Closed
2994,3186,36014.27,Auto,2.67,36,Closed
2995,3188,1529.41,Auto,9,60,Rejected
2996,3189,33532.5,Auto,9.34,60,Approved
2997,3190,39856.64,Personal,3.57,36,Rejected
2998,3191,32305.68,Mortgage,7.25,60,Closed
2999,3192,14381.51,Auto,8.66,12,Closed
3000,3193,41315.11,Mortgage,5.56,24,Closed
3001,3194,45751.66,Auto,7.8,36,Rejected
3002,3195,34491.73,Personal,9.78,60,Rejected
3003,3196,26040.19,Mortgage,2.46,12,Closed
3004,3197,18949.72,Mortgage,1.63,48,Closed
3005,3198,17172.78,Auto,6.76,24,Closed
3006,3199,36438.15,Auto,5.58,24,Closed
3007,3200,30749.05,Mortgage,3.67,60,Rejected
3008,3201,8685.68,Personal,9.25,36,Rejected
3009,3202,7913.74,Auto,8.61,36,Rejected
3010,3203,4483.86,Auto,3.38,12,Approved
3011,3204,34492.08,Auto,7.97,36,Closed
3012,3205,16403.85,Auto,8.46,60,Approved
3013,3206,1991.88,Mortgage,3.93,24,Closed
3014,3207,17546.94,Mortgage,1.89,24,Approved
3015,3208,41773.72,Auto,8.65,24,Rejected
3016,3209,13135.46,Auto,1.87,60,Closed
3017,3210,32043.92,Personal,5.31,48,Closed
3018,3211,22543.89,Auto,2.75,60,Closed
3019,3212,27895.9,Personal,9.35,24,Rejected
3020,3213,30192.86,Personal,1.96,24,Rejected
3021,3214,23285.74,Auto,2.05,36,Closed
3022,3215,3834.94,Auto,7.32,24,Approved
3023,3216,28817.08,Auto,2.85,12,Rejected
3024,3217,20478.72,Personal,2.19,60,Approved
3025,3218,10794.12,Mortgage,2.51,36,Approved
3026,3219,44928.9,Personal,6.36,36,Rejected
3027,3220,37067.29,Auto,3,48,Rejected
3028,3221,14919.34,Personal,4.4,48,Rejected
3029,3222,27408.9,Mortgage,8.65,24,Rejected
3030,3223,48192.55,Mortgage,2.58,12,Approved
3031,3224,13027.62,Personal,8.44,12,Closed
3032,3225,47421.84,Personal,7.98,36,Closed
3033,3226,34484.71,Auto,8.48,60,Closed
3034,3227,27501,Mortgage,4.12,48,Approved
3035,3228,49177.18,Personal,5.25,36,Rejected
3036,3229,17351.73,Personal,7.36,48,Approved
3037,3230,14633.33,Personal,1.34,48,Closed
3038,3231,17640.07,Personal,6.97,12,Closed
3039,3232,37792.06,Auto,2.08,36,Rejected
3040,3233,17513.32,Auto,3.59,12,Approved
3041,3234,6035.36,Personal,8.29,12,Closed
3042,3235,32571.29,Auto,6.72,36,Rejected
3043,3236,11926.2,Personal,6.6,60,Closed
3044,3237,1203.99,Personal,3.04,48,Rejected
3045,3238,10758.71,Mortgage,7.01,12,Approved
3046,3239,41138.13,Mortgage,2.19,60,Rejected
3047,3241,33435.69,Personal,3.27,36,Closed
3048,3242,16214,Auto,8.44,24,Rejected
3049,3243,22388.37,Mortgage,9.28,24,Closed
3050,3244,10532.89,Auto,2.55,36,Closed
3051,3245,44158.12,Personal,1.09,48,Closed
3052,3246,33613.5,Auto,8.87,60,Closed
3053,3247,5136.22,Personal,7.88,24,Rejected
3054,3248,18979.75,Mortgage,2.39,24,Rejected
3055,3249,27363.11,Mortgage,8.47,60,Approved
3056,3250,40069.17,Auto,8.29,24,Closed
3057,3251,46104.73,Auto,5.15,36,Approved
3058,3252,7501,Personal,9.52,60,Rejected
3059,3253,41893.22,Auto,6.24,12,Closed
3060,3254,4223.41,Auto,4.99,12,Closed
3061,3255,12784.03,Personal,1.12,48,Rejected
3062,3256,2029.6,Mortgage,9.57,24,Rejected
3063,3257,4127.59,Auto,2.16,36,Rejected
3064,3258,2588.59,Auto,3.67,60,Approved
3065,3259,8154.39,Mortgage,7.56,24,Rejected
3066,3260,43949.88,Personal,1.05,36,Approved
3067,3261,14907.5,Auto,5.88,36,Rejected
3068,3262,24506.05,Personal,2.43,12,Approved
3069,3263,24868.7,Auto,1.2,12,Closed
3070,3264,49767.88,Personal,6.77,36,Rejected
3071,3265,18868.97,Auto,6.43,24,Approved
3072,3266,13989.87,Personal,7.61,60,Closed
3073,3267,48198.99,Personal,6.56,48,Rejected
3074,3268,30033.76,Auto,4.98,24,Approved
3075,3269,15184.59,Auto,5.31,36,Rejected
3076,3270,15086.81,Auto,2.98,60,Closed
3077,3273,36460.71,Auto,7.22,60,Approved
3078,3275,44337.41,Auto,3.38,48,Rejected
3079,3276,24714.27,Auto,8.77,36,Approved
3080,3277,17971.56,Mortgage,9.64,12,Approved
3081,3278,13288.36,Mortgage,8.12,24,Closed
3082,3279,12921.37,Mortgage,6.13,48,Approved
3083,3280,16509.18,Personal,8.82,24,Rejected
3084,3281,49606.77,Mortgage,6.64,48,Closed
3085,3283,26705.39,Auto,8.44,24,Closed
3086,3284,14459.08,Personal,4.19,60,Approved
3087,3286,32645.84,Personal,2.86,24,Rejected
3088,3287,27715.78,Personal,2.75,36,Approved
3089,3288,4323.49,Mortgage,8.3,60,Closed
3090,3289,44256.56,Auto,6.07,48,Rejected
3091,3290,25877.79,Mortgage,4.73,36,Rejected
3092,3292,39188.59,Personal,9.8,12,Rejected
3093,3293,6492.42,Personal,9.05,60,Closed
3094,3294,24215.23,Mortgage,5.57,12,Closed
3095,3295,27889.85,Personal,5.92,36,Rejected
3096,3296,38981.12,Auto,6.53,48,Approved
3097,3297,19141.99,Auto,8.12,60,Approved
3098,3298,42893.24,Mortgage,8.86,24,Approved
3099,3299,35185.97,Mortgage,2.32,12,Closed
3100,3300,38782.69,Auto,6.65,60,Closed
3101,3301,48484.8,Mortgage,3.04,24,Approved
3102,3302,42392.93,Auto,6.6,36,Approved
3103,3303,17992.63,Auto,2.54,24,Approved
3104,3304,32644.74,Mortgage,8.27,36,Rejected
3105,3305,43561.97,Mortgage,6.95,12,Rejected
3106,3306,26730.96,Mortgage,8.79,24,Closed
3107,3307,34457.19,Auto,9.5,48,Approved
3108,3308,9440.8,Mortgage,9.41,48,Approved
3109,3309,40979.8,Mortgage,2.31,48,Closed
3110,3310,38115.57,Auto,4.39,36,Approved
3111,3311,44555.8,Mortgage,5.35,24,Closed
3112,3312,35797.29,Personal,8.1,60,Closed
3113,3313,43968.13,Personal,1.13,24,Closed
3114,3314,8948.59,Mortgage,9.33,24,Approved
3115,3315,40868.72,Auto,4.67,12,Rejected
3116,3316,47695.4,Auto,6.68,60,Approved
3117,3317,40959.88,Mortgage,9.83,48,Approved
3118,3318,31146.17,Mortgage,8.94,36,Closed
3119,3319,46398.51,Auto,4.26,60,Approved
3120,3320,5629.83,Auto,5.36,48,Closed
3121,3321,1826.37,Auto,7.93,36,Rejected
3122,3322,48300.69,Mortgage,7.69,60,Closed
3123,3323,34467.25,Auto,7.34,36,Approved
3124,3324,6594.16,Mortgage,1.1,36,Rejected
3125,3325,17660.6,Personal,2.79,48,Closed
3126,3326,37691.3,Personal,3,12,Approved
3127,3327,37768.99,Mortgage,3.26,48,Approved
3128,3328,9329.59,Mortgage,1.87,60,Closed
3129,3329,24037.24,Mortgage,8.26,48,Rejected
3130,3330,40558.24,Mortgage,4.07,48,Approved
3131,3331,48373.07,Auto,7.98,48,Closed
3132,3332,31505.71,Personal,9.38,60,Rejected
3133,3333,32268.53,Mortgage,3.82,60,Approved
3134,3334,23998.12,Mortgage,5.08,36,Approved
3135,3335,27413.84,Mortgage,1.79,36,Rejected
3136,3336,5847.75,Mortgage,3.65,60,Closed
3137,3337,18129.82,Mortgage,5.92,36,Rejected
3138,3338,25857.39,Auto,2.62,48,Rejected
3139,3339,14474.08,Mortgage,5.83,24,Rejected
3140,3340,18631.62,Mortgage,3.82,24,Rejected
3141,3341,48588.64,Mortgage,9.91,36,Rejected
3142,3342,1254.92,Mortgage,4.38,36,Closed
3143,3343,15829.53,Mortgage,1.35,12,Closed
3144,3344,29613.75,Mortgage,5.26,48,Approved
3145,3345,14669.38,Mortgage,4.01,48,Closed
3146,3346,34146.73,Personal,4.33,12,Rejected
3147,3347,15664.48,Personal,4.33,12,Rejected
3148,3348,32272.18,Mortgage,8.93,24,Rejected
3149,3349,42643.27,Personal,5.48,48,Approved
3150,3350,33273.55,Mortgage,3.28,48,Closed
3151,3351,3444.34,Mortgage,8.13,60,Rejected
3152,3352,39965.46,Auto,4.99,48,Approved
3153,3353,11427.27,Auto,2.31,24,Closed
3154,3354,32104.79,Mortgage,9.99,24,Approved
3155,3355,32689.95,Mortgage,1.25,12,Closed
3156,3356,40383.12,Auto,7.38,24,Approved
3157,3357,25785.33,Mortgage,8.63,24,Approved
3158,3358,19422.21,Auto,4.18,60,Closed
3159,3359,26383.38,Mortgage,2.42,24,Approved
3160,3361,41255.37,Personal,5.34,36,Rejected
3161,3362,11048.48,Auto,10,12,Rejected
3162,3363,42494.77,Mortgage,1.18,48,Rejected
3163,3364,18919.67,Personal,6.9,48,Rejected
3164,3365,37449.25,Mortgage,8.24,60,Closed
3165,3366,17449.92,Auto,6.56,24,Rejected
3166,3367,35735.38,Mortgage,6.67,24,Rejected
3167,3368,40159.79,Personal,8.88,24,Rejected
3168,3369,28345.21,Personal,6.09,24,Rejected
3169,3370,31357.69,Auto,8.93,24,Closed
3170,3371,35680.27,Mortgage,2.89,36,Approved
3171,3372,34732.94,Personal,5.65,60,Approved
3172,3373,36643.36,Mortgage,1.3,12,Closed
3173,3374,42634.09,Auto,8.23,12,Closed
3174,3375,11805.3,Personal,8,36,Approved
3175,3376,11521.84,Personal,5.85,24,Rejected
3176,3377,48563.44,Auto,4.56,24,Rejected
3177,3378,42714.71,Personal,4.33,48,Closed
3178,3379,29993.55,Personal,2.81,12,Closed
3179,3380,1400.76,Personal,4.85,48,Closed
3180,3381,42883.15,Auto,3.74,12,Rejected
3181,3382,37828.23,Personal,6.2,48,Approved
3182,3383,47862.43,Mortgage,8.08,24,Rejected
3183,3384,1644.93,Personal,7.25,24,Approved
3184,3385,2397.76,Personal,5.63,24,Closed
3185,3386,26355.07,Personal,9.54,60,Approved
3186,3387,42946.41,Auto,2.78,48,Approved
3187,3388,49574.5,Mortgage,6.76,60,Rejected
3188,3389,16681.24,Auto,1.79,60,Rejected
3189,3390,2781.82,Auto,7.06,48,Approved
3190,3391,10579.89,Personal,7.53,24,Closed
3191,3392,43973.51,Auto,8.04,36,Rejected
3192,3393,23856.07,Personal,6.97,12,Rejected
3193,3394,42812.04,Mortgage,2.1,48,Rejected
3194,3395,22751.51,Mortgage,1.4,24,Rejected
3195,3396,3616.1,Mortgage,7.43,60,Rejected
3196,3397,31261.19,Personal,8.18,24,Approved
3197,3398,22348.34,Auto,1.29,48,Approved
3198,3399,25076.31,Mortgage,2.35,48,Approved
3199,3400,47499.57,Auto,8.11,12,Closed
3200,3401,23396.67,Mortgage,9.71,12,Rejected
3201,3402,40029.85,Personal,5.68,48,Rejected
3202,3403,3886.72,Personal,2.38,12,Closed
3203,3404,24472.91,Personal,3.89,60,Closed
3204,3405,29748.05,Mortgage,8.03,24,Rejected
3205,3406,6548.32,Auto,5.89,36,Rejected
3206,3407,15809.43,Personal,1.52,24,Approved
3207,3408,37240.09,Auto,3.78,24,Approved
3208,3409,10011.43,Auto,7.78,48,Rejected
3209,3410,7294.12,Mortgage,3.93,36,Rejected
3210,3411,15664.5,Auto,4.89,12,Rejected
3211,3413,38384.23,Personal,9.86,24,Approved
3212,3414,39063.28,Auto,7.81,48,Rejected
3213,3415,16800.42,Personal,3.16,36,Rejected
3214,3416,5848.01,Mortgage,3.19,48,Closed
3215,3417,2565.68,Personal,3.74,36,Rejected
3216,3418,29723.72,Auto,2.44,36,Approved
3217,3419,35411.99,Auto,2.61,12,Approved
3218,3420,19516.67,Auto,3.3,24,Rejected
3219,3421,26914.23,Auto,6.94,12,Rejected
3220,3422,14671.19,Mortgage,6.51,48,Approved
3221,3423,18850.81,Auto,4.07,12,Closed
3222,3424,36760.99,Personal,2.77,24,Rejected
3223,3425,36192.79,Mortgage,6.62,60,Rejected
3224,3426,2376.49,Personal,2.18,12,Closed
3225,3427,47267.35,Auto,2.32,48,Rejected
3226,3428,14181.58,Mortgage,4.45,24,Closed
3227,3429,45471.74,Mortgage,6.11,48,Approved
3228,3430,26082.94,Personal,7.55,36,Closed
3229,3431,25459.92,Personal,7.18,24,Rejected
3230,3432,23080.05,Auto,4.41,36,Rejected
3231,3433,46198.94,Mortgage,6.89,24,Rejected
3232,3434,11197.29,Auto,2.9,60,Closed
3233,3435,30970.61,Mortgage,5.44,60,Rejected
3234,3436,16571.3,Personal,6.54,24,Rejected
3235,3437,45846.69,Auto,7.7,36,Rejected
3236,3438,9297.69,Mortgage,1.72,36,Closed
3237,3439,34133.3,Personal,1.91,48,Approved
3238,3440,21666.16,Personal,1.66,24,Closed
3239,3441,33399.92,Auto,5.92,36,Closed
3240,3442,8722.77,Auto,6.13,24,Approved
3241,3443,20289.3,Mortgage,1.1,60,Rejected
3242,3444,6255.86,Auto,6.91,36,Rejected
3243,3445,48470.07,Personal,7.87,36,Closed
3244,3446,11485.63,Auto,2.05,60,Rejected
3245,3447,49668.08,Auto,4.04,48,Approved
3246,3448,21506.41,Mortgage,8.65,24,Rejected
3247,3449,4505.91,Mortgage,7.18,24,Approved
3248,3450,1861.18,Personal,3.74,24,Approved
3249,3451,30348.86,Personal,7.68,24,Rejected
3250,3452,31121.75,Auto,8.99,12,Closed
3251,3453,26714.87,Mortgage,3.78,60,Rejected
3252,3454,4253.56,Mortgage,7.16,48,Closed
3253,3456,18594.47,Mortgage,1.53,24,Rejected
3254,3457,35536.02,Auto,6.28,12,Closed
3255,3458,21523.88,Mortgage,5.43,12,Rejected
3256,3459,29075.39,Personal,8.29,60,Closed
3257,3460,15030.19,Mortgage,8.02,36,Approved
3258,3461,36573.11,Mortgage,3.58,48,Approved
3259,3463,49436.71,Auto,7.8,24,Closed
3260,3464,32433.14,Auto,3.44,36,Closed
3261,3465,8294.2,Personal,4.26,48,Approved
3262,3466,36157.05,Mortgage,1.54,24,Approved
3263,3468,39641.2,Personal,6.49,12,Approved
3264,3469,14265.88,Auto,5.47,60,Approved
3265,3470,47973.25,Auto,2.52,36,Closed
3266,3471,1869.16,Auto,1.07,12,Approved
3267,3472,19612.13,Auto,2.52,24,Approved
3268,3473,6106.69,Auto,7.75,36,Approved
3269,3474,19858.11,Auto,1.84,48,Rejected
3270,3475,3804.02,Auto,4.62,24,Closed
3271,3477,4060.6,Mortgage,5.94,12,Closed
3272,3478,31176.49,Auto,5.6,48,Rejected
3273,3479,12470.13,Mortgage,9.85,12,Approved
3274,3480,9778.25,Personal,7.96,48,Approved
3275,3481,18003.04,Personal,9.44,60,Closed
3276,3483,29331.82,Personal,7.64,36,Approved
3277,3484,34343.11,Personal,9.06,48,Rejected
3278,3485,46030.07,Personal,1.37,12,Closed
3279,3486,10961.86,Mortgage,9.24,24,Closed
3280,3487,21254.5,Auto,2.91,12,Approved
3281,3488,14025.21,Mortgage,7.35,60,Approved
3282,3489,29731.05,Auto,7.96,24,Approved
3283,3490,14886.64,Mortgage,1.98,48,Closed
3284,3491,28342.82,Auto,9.58,60,Rejected
3285,3492,41335.03,Personal,9.34,48,Approved
3286,3493,27996.33,Personal,6.89,60,Approved
3287,3494,42068.33,Mortgage,2.4,48,Approved
3288,3495,30956.16,Auto,6.09,60,Closed
3289,3496,43644.69,Personal,4.1,36,Rejected
3290,3497,46590.44,Personal,9.38,12,Approved
3291,3498,25882.83,Mortgage,4.66,12,Approved
3292,3499,39741.65,Mortgage,7.24,48,Approved
3293,3500,23971.96,Personal,6.73,48,Closed
3294,3501,35554.5,Mortgage,3.44,24,Rejected
3295,3502,2837.89,Personal,5.82,24,Approved
3296,3503,48378.71,Personal,4.69,12,Approved
3297,3504,44822.34,Personal,4.37,12,Closed
3298,3505,44771.08,Mortgage,8.78,36,Approved
3299,3506,14781.31,Mortgage,2.26,48,Closed
3300,3507,14875.19,Auto,4.69,48,Rejected
3301,3508,20727.44,Auto,1.06,12,Closed
3302,3509,44129.29,Personal,3.36,48,Rejected
3303,3511,15183.54,Auto,1.79,48,Rejected
3304,3512,27547.03,Auto,3.44,24,Approved
3305,3513,24283.34,Personal,8.92,60,Closed
3306,3514,32883.08,Personal,7.23,48,Rejected
3307,3515,11481.1,Mortgage,1.63,60,Approved
3308,3516,5167.48,Auto,9.93,12,Closed
3309,3517,2335.5,Personal,9.51,48,Closed
3310,3518,19689.45,Auto,2.28,36,Approved
3311,3519,47383.98,Mortgage,9.3,36,Closed
3312,3520,34555.9,Mortgage,5.95,60,Approved
3313,3521,37707.38,Auto,9.36,36,Closed
3314,3522,47313.02,Mortgage,9.71,24,Closed
3315,3523,21680.53,Personal,7.24,12,Rejected
3316,3524,24244.03,Mortgage,3.62,24,Closed
3317,3525,18617.51,Mortgage,9.32,12,Rejected
3318,3526,9887.26,Personal,6.16,36,Approved
3319,3527,38553.3,Mortgage,4.07,12,Approved
3320,3528,45427.6,Auto,5.14,24,Approved
3321,3529,40879.9,Personal,4.66,60,Approved
3322,3530,3338.29,Personal,9.42,60,Closed
3323,3531,15658.09,Auto,8.38,48,Approved
3324,3532,30012.19,Auto,1.28,24,Closed
3325,3533,17032.07,Personal,1.09,24,Closed
3326,3534,8355.83,Auto,1.62,60,Approved
3327,3535,27379.79,Personal,6.49,36,Approved
3328,3537,35784.82,Personal,5.63,48,Closed
3329,3538,49993.49,Personal,5.81,48,Closed
3330,3539,32763.68,Personal,3.16,24,Approved
3331,3540,16527.39,Personal,5.13,24,Rejected
3332,3541,47862.68,Personal,3.31,48,Rejected
3333,3542,28993.72,Auto,3.47,24,Approved
3334,3543,32641.07,Auto,4.52,12,Approved
3335,3544,18520.49,Auto,1.43,48,Closed
3336,3545,23139.98,Personal,9.59,48,Rejected
3337,3546,21512.92,Auto,9.23,24,Closed
3338,3547,46874.57,Mortgage,8.17,12,Approved
3339,3548,40669.92,Auto,6.12,48,Closed
3340,3549,5444.5,Auto,8.32,12,Approved
3341,3550,16379.45,Auto,9.77,48,Approved
3342,3551,3728.74,Personal,3.55,12,Approved
3343,3552,26321.21,Mortgage,4.28,60,Approved
3344,3553,14691.79,Mortgage,7.56,48,Closed
3345,3554,4596.61,Mortgage,6.79,12,Closed
3346,3555,38828.45,Personal,8.42,60,Closed
3347,3556,5465.28,Auto,4.12,24,Closed
3348,3557,14306.63,Personal,3.79,36,Rejected
3349,3558,38810.22,Mortgage,6.27,12,Rejected
3350,3559,26067.02,Personal,2.31,60,Closed
3351,3560,41038.68,Mortgage,1.36,48,Closed
3352,3561,21309.58,Mortgage,3.2,60,Approved
3353,3562,40928.25,Mortgage,2.42,36,Rejected
3354,3563,27370.02,Personal,1.06,36,Rejected
3355,3564,5309.74,Auto,8,36,Closed
3356,3566,28123.64,Auto,7.02,12,Closed
3357,3567,30992.98,Auto,2.47,48,Approved
3358,3568,46466.28,Auto,3.31,12,Approved
3359,3569,9994.31,Mortgage,1.54,12,Rejected
3360,3570,30695.37,Auto,9.98,24,Rejected
3361,3571,37849.1,Mortgage,1.93,48,Approved
3362,3572,44607.79,Auto,1.81,24,Approved
3363,3573,26740,Personal,6.53,48,Closed
3364,3574,11483.58,Personal,3.99,60,Approved
3365,3576,45347.35,Mortgage,8.48,24,Closed
3366,3577,6212.04,Mortgage,8.81,60,Approved
3367,3578,12256.12,Mortgage,7.62,48,Closed
3368,3579,43701.7,Auto,2.19,36,Approved
3369,3581,9285.92,Mortgage,1.58,60,Rejected
3370,3582,32619.44,Personal,8.22,36,Closed
3371,3583,23456.16,Auto,6.91,60,Closed
3372,3584,48430.01,Auto,9.83,48,Closed
3373,3585,11912.99,Auto,6.79,48,Closed
3374,3587,9141.41,Personal,1.81,60,Approved
3375,3588,3436.89,Personal,4.29,48,Approved
3376,3589,14421.26,Personal,2.8,12,Closed
3377,3590,41171.57,Personal,6.66,60,Closed
3378,3591,14094.42,Auto,1.86,12,Approved
3379,3592,35120.81,Auto,7.95,48,Rejected
3380,3594,26465.79,Auto,7.63,36,Closed
3381,3595,39295.62,Personal,9.69,24,Rejected
3382,3596,31270.63,Mortgage,6.86,24,Closed
3383,3597,8832.93,Mortgage,8.1,48,Rejected
3384,3598,11817.45,Personal,1.77,60,Rejected
3385,3599,27645.45,Auto,9.49,36,Approved
3386,3600,42420.42,Mortgage,2.97,60,Rejected
3387,3601,8463.64,Mortgage,5.44,12,Rejected
3388,3602,6237.87,Mortgage,9.61,48,Rejected
3389,3603,26359.39,Personal,2.61,24,Closed
3390,3604,10243.9,Mortgage,1.32,48,Approved
3391,3605,49717.55,Auto,3.67,24,Closed
3392,3606,1213.56,Personal,2.41,48,Closed
3393,3607,22994.3,Personal,7.01,48,Approved
3394,3608,8964.53,Mortgage,3.51,24,Approved
3395,3610,31876.59,Personal,9.04,48,Approved
3396,3611,40546.32,Auto,1.45,36,Closed
3397,3612,28606.75,Personal,3.44,48,Rejected
3398,3613,10279.06,Personal,3.16,60,Rejected
3399,3614,3612.42,Personal,1.21,36,Approved
3400,3615,36385.19,Auto,2.49,60,Closed
3401,3616,22556.17,Personal,8.33,24,Rejected
3402,3617,11888.43,Mortgage,1.34,24,Approved
3403,3618,13339.27,Mortgage,1.21,24,Rejected
3404,3619,8302.31,Auto,6.71,60,Approved
3405,3620,14895.44,Mortgage,1.8,24,Closed
3406,3621,39809.05,Auto,4.34,36,Approved
3407,3622,31412.34,Mortgage,1.02,24,Approved
3408,3623,49382.52,Personal,4.26,48,Closed
3409,3624,26689.78,Auto,3.86,60,Closed
3410,3625,26552.99,Mortgage,6.51,60,Approved
3411,3626,10377.92,Personal,5.49,60,Approved
3412,3627,29736.32,Auto,7.11,60,Closed
3413,3628,30810.02,Auto,9.42,12,Rejected
3414,3629,11120.02,Mortgage,8.16,24,Rejected
3415,3630,5310.34,Mortgage,9.4,48,Approved
3416,3631,19069.79,Personal,1.49,48,Closed
3417,3633,25657.02,Personal,3.9,48,Closed
3418,3634,26779.38,Personal,3.49,24,Rejected
3419,3635,30799.64,Mortgage,4.63,36,Approved
3420,3636,30538.72,Mortgage,8.05,48,Rejected
3421,3637,34069.03,Mortgage,9.59,12,Closed
3422,3638,12292.29,Mortgage,5.99,60,Rejected
3423,3639,36811.31,Auto,2.39,36,Closed
3424,3641,22427.99,Auto,4.65,60,Approved
3425,3642,32746.88,Personal,4.29,60,Approved
3426,3643,25561.77,Auto,3.14,48,Closed
3427,3644,26757.73,Personal,8.65,60,Closed
3428,3645,2139.14,Auto,3.52,12,Rejected
3429,3646,40299.8,Mortgage,6.33,24,Closed
3430,3647,21784.62,Mortgage,5.31,36,Rejected
3431,3649,20105.62,Personal,6.66,48,Rejected
3432,3650,28024.99,Personal,3.99,60,Approved
3433,3651,3648.08,Mortgage,6.75,12,Approved
3434,3653,33765.21,Personal,1.82,12,Closed
3435,3654,46983.86,Mortgage,5.37,60,Closed
3436,3655,42609.83,Auto,8.74,24,Closed
3437,3656,48178.08,Personal,9.18,48,Rejected
3438,3657,39294.22,Personal,5.89,12,Rejected
3439,3658,31998.25,Personal,7.3,60,Rejected
3440,3659,21740.35,Mortgage,6.5,36,Closed
3441,3660,7033.98,Auto,8.3,12,Approved
3442,3661,13289.3,Mortgage,1.93,24,Closed
3443,3662,14287.58,Mortgage,4.61,24,Rejected
3444,3663,21966.27,Auto,3.28,36,Approved
3445,3664,30882.21,Mortgage,1.06,60,Closed
3446,3665,31314.43,Personal,8.47,60,Closed
3447,3666,23321.59,Personal,2.21,60,Closed
3448,3668,3768.23,Auto,8.8,60,Rejected
3449,3669,49452.98,Personal,7.49,36,Rejected
3450,3670,47038.44,Auto,6.11,24,Approved
3451,3671,9963.37,Auto,3.79,36,Closed
